gender,sample_size,pct_account,pct_digital,pct_saved,pct_borrowed
Female,76585,66.99484233204936,0.0,51.127505386172224,49.977149572370564
Male,67302,75.26819411013047,0.0,57.38908204808178,55.49166443790675
