economy,sample_size,pct_account,pct_mobile_money,pct_digital,pct_saved,pct_borrowed
Mozambique,1000,62.4,42.3,0.0,51.9,55.00000000000001
Myanmar,1000,63.9,44.4,0.0,56.39999999999999,35.699999999999996
Namibia,1000,77.0,51.4,0.0,59.8,68.8
Nepal,1000,58.199999999999996,6.7,0.0,36.3,52.5
Netherlands,1000,99.9,0.0,0.0,82.1,46.5
New Zealand,1000,99.4,0.0,0.0,86.6,73.6
Nicaragua,1007,28.599801390268127,6.752730883813307,0.0,37.93445878848063,41.41012909632572
Niger,1000,14.799999999999999,6.800000000000001,0.0,29.299999999999997,57.99999999999999
Nigeria,1000,61.9,15.2,0.0,63.7,56.3
North Macedonia,1003,88.83349950149551,0.0,0.0,41.874376869391824,44.96510468594217
Norway,1001,99.9000999000999,0.0,0.0,91.80819180819181,82.11788211788212
Pakistan,1002,23.652694610778443,8.982035928143713,0.0,16.766467065868262,33.433133732534934
Panama,1002,47.70459081836327,0.0,0.0,40.41916167664671,28.74251497005988
Paraguay,1000,52.2,34.8,0.0,19.6,33.0
Peru,1000,58.4,13.4,0.0,35.8,42.699999999999996
Philippines,1000,62.7,30.0,0.0,64.5,61.199999999999996
Poland,1001,97.002997002997,0.0,0.0,64.13586413586414,48.15184815184816
Portugal,1002,95.90818363273453,0.0,0.0,69.56087824351297,42.91417165668663
Romania,1001,76.72327672327673,0.0,0.0,49.25074925074925,42.357642357642355
Russian Federation,2011,91.89457981103928,34.162108403779214,0.0,39.781203381402285,53.9035305818001
Saudi Arabia,1019,78.60647693817468,0.0,0.0,66.33954857703631,61.43277723258096
Senegal,1000,64.60000000000001,54.6,0.0,61.7,52.1
Serbia,1001,92.8071928071928,0.0,0.0,50.94905094905094,51.14885114885115
Sierra Leone,1001,33.56643356643357,21.77822177822178,0.0,52.34765234765235,54.94505494505495
Singapore,1000,97.2,27.900000000000002,0.0,85.39999999999999,43.8
Slovak Republic,1005,97.11442786069652,0.0,0.0,81.69154228855722,46.46766169154229
Slovenia,1000,99.5,0.0,0.0,69.89999999999999,54.2
South Africa,1014,88.75739644970415,41.61735700197239,0.0,64.00394477317555,61.93293885601578
South Sudan,1001,7.492507492507492,1.2987012987012987,0.0,22.977022977022976,40.95904095904096
Spain,1000,99.2,0.0,0.0,80.0,60.8
Sri Lanka,1005,93.93034825870646,5.3731343283582085,0.0,58.60696517412936,51.741293532338304
Sweden,1006,99.80119284294234,0.0,0.0,88.17097415506959,59.84095427435388
Switzerland,1000,99.6,0.0,0.0,83.1,66.60000000000001
"Taiwan, China",1000,98.0,0.0,0.0,83.0,79.5
Tajikistan,1000,46.1,2.1999999999999997,0.0,20.1,33.800000000000004
Tanzania,1001,57.84215784215784,49.75024975024975,0.0,53.14685314685315,49.150849150849155
Thailand,1017,98.03343166175024,69.91150442477876,0.0,78.66273352999016,64.40511307767946
Togo,1000,56.8,42.3,0.0,57.8,48.0
Tunisia,1000,43.9,4.9,0.0,47.0,51.0
Türkiye,1000,80.4,22.8,0.0,26.400000000000002,68.4
Uganda,1000,68.60000000000001,57.9,0.0,71.7,75.5
Ukraine,1001,88.41158841158841,0.0,0.0,40.95904095904096,60.239760239760244
United Arab Emirates,1000,85.8,12.9,0.0,33.1,43.5
United Kingdom,1000,99.7,0.0,0.0,81.39999999999999,60.6
United States,1007,97.02085402184707,0.0,0.0,82.025819265144,81.03277060575968
Uruguay,1000,75.6,0.0,0.0,35.8,55.1
Uzbekistan,1000,48.6,0.0,0.0,28.499999999999996,30.5
"Venezuela, RB",1000,88.5,37.2,0.0,46.2,44.7
Vietnam,1000,53.800000000000004,15.1,0.0,49.7,28.000000000000004
West Bank and Gaza,1000,38.5,2.5,0.0,30.099999999999998,42.6
"Yemen, Rep.",1000,19.900000000000002,0.0,0.0,26.400000000000002,57.4
Zambia,1000,55.7,47.8,0.0,56.49999999999999,61.5
Zimbabwe,1000,60.199999999999996,51.300000000000004,0.0,51.300000000000004,52.7
